TrueLabel,PredictedLabel,Confidence,Correct
ais,ais,0.999985575675964,1
ais,ais,0.999992847442627,1
ais,ais,0.99988853931427,1
ais,fm,0.812630951404572,0
ais,ais,0.999919891357422,1
ais,ais,0.998930752277374,1
ais,ais,0.999977111816406,1
ais,ais,0.999980449676514,1
bluetooth,bluetooth,0.999662041664124,1
bluetooth,bluetooth,0.999779641628265,1
bluetooth,bluetooth,0.99969220161438,1
bluetooth,bluetooth,0.999265611171722,1
bluetooth,bluetooth,0.999947428703308,1
bluetooth,bluetooth,0.999497294425964,1
bluetooth,bluetooth,0.999567568302155,1
bluetooth,bluetooth,0.999957680702209,1
bluetooth,bluetooth,0.999354183673859,1
bluetooth,bluetooth,0.999839663505554,1
bluetooth,bluetooth,0.998492002487183,1
bluetooth,bluetooth,0.99822598695755,1
bluetooth,bluetooth,0.99926370382309,1
bluetooth,bluetooth,0.99910295009613,1
bluetooth,bluetooth,0.999733865261078,1
bluetooth,bluetooth,0.999952435493469,1
bluetooth,bluetooth,0.999987721443176,1
bluetooth,bluetooth,0.997800052165985,1
bluetooth,bluetooth,0.995371401309967,1
bluetooth,bluetooth,0.999107301235199,1
bluetooth,bluetooth,0.999588191509247,1
bluetooth,bluetooth,0.999911665916443,1
bluetooth,bluetooth,0.999665021896362,1
bluetooth,bluetooth,0.999881744384766,1
bluetooth,bluetooth,0.999375998973846,1
bluetooth,bluetooth,0.999497652053833,1
bluetooth,bluetooth,0.982217729091644,1
bluetooth,bluetooth,0.999723851680756,1
bluetooth,bluetooth,0.975618064403534,1
bluetooth,bluetooth,0.999833106994629,1
bluetooth,bluetooth,0.999882578849792,1
cellular,cellular,0.99408745765686,1
cellular,cellular,0.999924421310425,1
cellular,cellular,0.862907469272614,1
cellular,cellular,0.994926452636719,1
cellular,cellular,0.999988794326782,1
cellular,cellular,0.999967336654663,1
cellular,cellular,0.998431742191315,1
cellular,cellular,0.976206421852112,1
cellular,cellular,0.992779195308685,1
cellular,cellular,0.999995112419128,1
cellular,cellular,0.99998927116394,1
cellular,cellular,0.997439622879028,1
cellular,cellular,0.993906319141388,1
cellular,wifi,0.891640186309814,0
cellular,cellular,0.999095916748047,1
cellular,cellular,0.999866366386414,1
cellular,cellular,0.993791520595551,1
cellular,cellular,0.973536968231201,1
cellular,cellular,0.999428808689117,1
cellular,cellular,0.996031224727631,1
cellular,cellular,0.937823891639709,1
cellular,cellular,0.999436318874359,1
cellular,cellular,0.887056350708008,1
cellular,cellular,0.999811232089996,1
cellular,cellular,0.991939723491669,1
cellular,cellular,0.995053231716156,1
cellular,cellular,0.999998331069946,1
cellular,cellular,0.997081935405731,1
cellular,cellular,0.998188555240631,1
cellular,cellular,0.999890446662903,1
cellular,wifi,0.521340429782867,0
cellular,cellular,0.987091779708862,1
cellular,cellular,0.999993801116943,1
cellular,cellular,0.927728474140167,1
cellular,cellular,0.999920845031738,1
cellular,cellular,0.999794185161591,1
cellular,cellular,0.997353196144104,1
cellular,cellular,0.999813377857208,1
cellular,cellular,0.996216356754303,1
cellular,cellular,0.999952912330627,1
cellular,cellular,0.999958753585815,1
cellular,cellular,0.99882560968399,1
cellular,cellular,0.999243497848511,1
cellular,cellular,0.98919665813446,1
cellular,cellular,0.995605170726776,1
cellular,cellular,0.999876141548157,1
cellular,cellular,0.999234914779663,1
cellular,cellular,0.999662041664124,1
cellular,cellular,0.992222130298615,1
cellular,cellular,0.999270856380463,1
cellular,cellular,0.999403238296509,1
cellular,cellular,0.999596536159515,1
cellular,cellular,0.883906722068787,1
cellular,cellular,0.998944938182831,1
cellular,cellular,0.985889077186584,1
cellular,cellular,0.999983072280884,1
cellular,cellular,0.999965310096741,1
cellular,cellular,0.856597423553467,1
cellular,wifi,0.811547696590424,0
cellular,cellular,0.952555954456329,1
fm,fm,0.998578071594238,1
fm,fm,0.999999642372131,1
fm,fm,0.999744832515717,1
fm,fm,0.999761283397675,1
fm,fm,0.99997341632843,1
fm,fm,0.999990224838257,1
fm,fm,0.999999284744263,1
fm,fm,0.939162850379944,1
fm,fm,0.999996542930603,1
fm,fm,0.848339736461639,1
fm,fm,0.999932527542114,1
fm,fm,0.999994516372681,1
fm,fm,0.991889536380768,1
fm,fm,0.999998927116394,1
fm,fm,0.999277293682098,1
fm,fm,0.997808396816254,1
fm,fm,0.99980229139328,1
fm,fm,0.998746871948242,1
fm,fm,0.999985098838806,1
fm,fm,0.866523444652557,1
fm,fm,0.994856834411621,1
fm,lora,0.398508250713348,0
fm,fm,0.999994516372681,1
fm,fm,0.998051166534424,1
fm,fm,0.999926328659058,1
fm,lora,0.703775763511658,0
fm,fm,0.986993849277496,1
fm,fm,0.999776065349579,1
fm,fm,0.996914029121399,1
fm,fm,0.999829053878784,1
fm,fm,0.999789774417877,1
fm,fm,0.999862313270569,1
fm,fm,0.999998807907104,1
fm,fm,0.930667340755463,1
fm,fm,0.982281804084778,1
fm,fm,0.999980449676514,1
fm,fm,0.999949812889099,1
fm,fm,0.999800503253937,1
fm,fm,0.996813714504242,1
fm,fm,0.999998211860657,1
fm,fm,0.740329444408417,1
fm,fm,0.999916076660156,1
fm,fm,0.999999523162842,1
fm,fm,0.920898079872131,1
fm,fm,0.999717056751251,1
fm,fm,0.999646425247192,1
fm,cellular,0.969313621520996,0
fm,fm,0.995500862598419,1
fm,fm,0.982952952384949,1
fm,fm,0.999990820884705,1
fm,fm,0.999299049377441,1
fm,fm,0.999974966049194,1
fm,fm,0.999995589256287,1
fm,fm,0.999975204467773,1
fm,fm,0.999988675117493,1
fm,fm,0.998844027519226,1
fm,fm,0.999990582466125,1
fm,fm,0.999994993209839,1
fm,fm,0.998315811157227,1
fm,fm,0.693475842475891,1
fm,fm,0.999906539916992,1
fm,fm,0.999969005584717,1
fm,fm,0.990811824798584,1
fm,fm,0.999993085861206,1
fm,fm,0.992667376995087,1
fm,fm,0.999991774559021,1
fm,fm,0.959299623966217,1
fm,fm,0.99815422296524,1
fm,fm,0.99917334318161,1
fm,fm,0.992166757583618,1
fm,fm,0.999940037727356,1
fm,fm,0.999997973442078,1
fm,fm,0.98039573431015,1
fm,fm,0.999994158744812,1
fm,fm,0.999615788459778,1
fm,fm,0.999078273773193,1
fm,fm,0.999904155731201,1
fm,fm,0.99999737739563,1
fm,fm,0.99971741437912,1
fm,fm,0.999580681324005,1
fm,fm,0.994458556175232,1
fm,fm,0.999924778938293,1
fm,fm,0.999998807907104,1
fm,fm,0.999994516372681,1
fm,fm,0.999004185199738,1
fm,fm,0.999922156333923,1
fm,fm,0.999800503253937,1
fm,fm,0.99986743927002,1
fm,fm,0.999932408332825,1
fm,fm,0.999985337257385,1
fm,fm,0.999992966651917,1
fm,fm,0.999990344047546,1
fm,fm,0.999677538871765,1
fm,fm,0.998352885246277,1
fm,fm,0.997604548931122,1
fm,fm,0.999980330467224,1
fm,fm,0.99981278181076,1
fm,fm,0.99513828754425,1
fm,fm,0.997860610485077,1
fm,fm,0.999997735023499,1
fm,ais,0.538425624370575,0
fm,fm,0.999402284622192,1
fm,fm,0.99986732006073,1
fm,lora,0.882542014122009,0
fm,fm,0.99878865480423,1
fm,fm,0.999841094017029,1
fm,fm,0.999998331069946,1
fm,fm,0.520331859588623,1
fm,fm,0.999952077865601,1
fm,fm,0.99998664855957,1
lora,lora,0.632171332836151,1
lora,lora,0.999999403953552,1
lora,lora,0.999961853027344,1
lora,lora,0.999884605407715,1
lora,lora,0.999999761581421,1
lora,lora,0.989402115345001,1
lora,lora,0.999998569488525,1
lora,lora,0.999999642372131,1
lora,lora,0.952051877975464,1
lora,lora,0.999998331069946,1
lora,lora,0.999999165534973,1
lora,lora,0.999988079071045,1
lora,lora,0.997895240783691,1
lora,lora,0.999957680702209,1
lora,lora,0.821467518806458,1
lora,lora,0.998758435249329,1
lora,lora,1,1
lora,lora,0.99987006187439,1
lora,lora,0.995216250419617,1
lora,lora,0.999943375587463,1
lora,lora,0.999577820301056,1
lora,lora,0.999999523162842,1
lora,lora,0.999759256839752,1
lora,lora,0.999999046325684,1
lora,lora,0.999996423721313,1
lora,lora,0.999999284744263,1
lora,lora,0.999993443489075,1
lora,lora,0.994298040866852,1
lora,lora,0.999994516372681,1
lora,lora,0.905860126018524,1
lora,lora,0.999998927116394,1
lora,lora,0.999998688697815,1
lora,lora,0.999664306640625,1
lora,lora,0.999999523162842,1
lora,lora,0.999996185302734,1
lora,lora,0.999939203262329,1
lora,lora,0.99999988079071,1
lora,lora,0.999976634979248,1
lora,lora,0.99997866153717,1
lora,lora,0.999993085861206,1
lora,lora,0.999448835849762,1
lora,lora,0.999997496604919,1
lora,lora,1,1
lora,lora,0.999978303909302,1
lora,lora,0.999652028083801,1
lora,lora,1,1
lora,lora,0.999955892562866,1
lora,lora,0.999999642372131,1
lora,lora,1,1
lora,lora,0.99997889995575,1
lora,lora,0.999855637550354,1
lora,lora,0.99998414516449,1
lora,lora,0.606318533420563,1
lora,lora,0.616531789302826,1
lora,lora,0.99997889995575,1
lora,lora,0.999783933162689,1
lora,lora,0.97448718547821,1
lora,lora,0.99999988079071,1
lora,lora,0.99992048740387,1
lora,lora,0.999787032604218,1
lora,lora,0.990117967128754,1
lora,lora,0.999996900558472,1
lora,lora,0.989954113960266,1
lora,lora,0.999925136566162,1
lora,lora,0.999964475631714,1
lora,lora,0.999980688095093,1
lora,lora,0.97633159160614,1
lora,lora,0.997769355773926,1
lora,lora,0.999446451663971,1
lora,lora,0.999840974807739,1
lora,lora,0.999751389026642,1
lora,lora,0.999970555305481,1
lora,lora,0.998543858528137,1
lora,lora,0.999935150146484,1
lora,lora,0.998344421386719,1
lora,lora,0.999788105487823,1
lora,lora,0.999963760375977,1
lora,lora,0.951295435428619,1
lora,lora,0.999999523162842,1
lora,lora,0.999997496604919,1
lora,lora,0.999986171722412,1
lora,lora,0.999979496002197,1
lora,lora,0.999999403953552,1
lora,lora,0.999999642372131,1
lora,lora,0.999939918518066,1
lora,lora,0.998566091060638,1
lora,lora,0.999954700469971,1
lora,lora,0.999994874000549,1
lora,lora,0.961836159229279,1
wifi,wifi,0.999989032745361,1
wifi,wifi,0.999994397163391,1
wifi,wifi,0.9982830286026,1
wifi,wifi,0.999952435493469,1
wifi,wifi,0.999255836009979,1
wifi,wifi,0.989128410816193,1
wifi,wifi,0.999982833862305,1
wifi,wifi,0.999813497066498,1
wifi,wifi,0.999945759773254,1
wifi,wifi,0.999999761581421,1
wifi,bluetooth,0.991301476955414,0
wifi,wifi,0.997488617897034,1
wifi,wifi,0.99999737739563,1
wifi,wifi,0.99248343706131,1
wifi,wifi,0.986748456954956,1
wifi,wifi,0.999972820281982,1
wifi,wifi,0.973466277122498,1
wifi,wifi,0.9991814494133,1
wifi,wifi,0.99974912405014,1
wifi,wifi,0.999985814094543,1
wifi,wifi,0.999744951725006,1
wifi,wifi,0.999992609024048,1
wifi,wifi,0.999988317489624,1
wifi,wifi,0.999996066093445,1
wifi,wifi,0.99944657087326,1
wifi,wifi,0.972259342670441,1
wifi,wifi,0.99999988079071,1
wifi,wifi,0.999996781349182,1
wifi,wifi,0.999918818473816,1
wifi,wifi,0.999986171722412,1
wifi,wifi,0.999999642372131,1
wifi,wifi,0.99999988079071,1
wifi,wifi,0.999999761581421,1
wifi,wifi,0.999661445617676,1
wifi,wifi,0.999637842178345,1
wifi,wifi,0.99997889995575,1
wifi,wifi,0.999827980995178,1
wifi,wifi,0.999976873397827,1
wifi,wifi,0.511190712451935,1
wifi,wifi,0.999893188476562,1
wifi,wifi,0.998002111911774,1
wifi,wifi,0.994567155838013,1
wifi,wifi,0.999763071537018,1
